C.D.S.  -  SIMBAD4 rel 1.5.8  -  2016.10.08EDT11:44:25

maintype = 'Flare Star'
-----------------------

Number of objects : 2026

 #  |         identifier          |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------|---|---------------------------|------|------|------|------|------|---------------|----|----
1235|V* V338 Tau                  |Fl*|056.99887 +24.73133        |14.4  |14.71 |13.51 |     ~|12.00 |K6e            |  44|   0
1236|HPRA 12                      |Fl*|083.25 -06.38              |     ~|16.2  |     ~|     ~|     ~|~              |   2|   0
1237|V* V828 Tau                  |Fl*|068.16912 +22.70300        |     ~|16.8  |     ~|15.1  |     ~|M8             |  12|   0
1238|V* LY Tau                    |Fl*|055.905469 +25.408987      |     ~|18.043|16.505|     ~|13.978|~              |  21|   0
1239|V* V834 Ori                  |Fl*|084.1204 -05.2456          |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
1240|V* V553 Ori                  |Fl*|083.733900 -05.100489      |     ~|15.3  |16.87 |     ~|14.10 |~              |  13|   0
1241|V* V1005 Tau                 |Fl*|056.27738 +23.68336        |14.2  |16.6  |     ~|13.400|     ~|~              |   3|   0
1242|V* V804 Ori                  |Fl*|083.89104 -05.63908        |     ~|18.716|17.580|     ~|14.413|M3.5           |  21|   0
1243|ASASSN -13cb                 |Fl*|035.32050 +19.67219        |     ~|     ~|     ~|     ~|     ~|M              |   1|   0
1244|V* V866 Ori                  |Fl*|084.30792 -06.30375        |14.8  |13.80 |     ~|16.300|     ~|M              |   4|   0
1245|V* V662 Tau                  |Fl*|057.16842 +24.60953        |     ~|17.8  |17.71 |     ~|15.09 |~              |  16|   0
1246|V* V679 Mon                  |Fl*|102.70650 +10.40139        |     ~|15.0  |     ~|15.700|     ~|~              |   1|   0
1247|GJ 3417                      |Fl*|104.4879953 +62.3220462    |     ~|14.8  |13.560|13.420|10.2  |M4.5V          |  41|   0
1248|GJ 4201                      |Fl*|323.09158 +24.56164        |     ~|13.98 |12.630|12.283| 9.7  |M4V            |  22|   0
1249|V* V664 Tau                  |Fl*|057.33579 +24.77667        |12.6  |13.71 |12.67 |     ~|11.40 |K2.5V          |  53|   0
1250|V* V449 Tau                  |Fl*|056.701304 +24.301675      |     ~|17.77 |16.24 |14.300|13.57 |~              |  13|   0
1251|V* V1016 Tau                 |Fl*|057.18033 +24.55650        |16.3  |16.100|     ~|15.700|     ~|~              |   2|   0
1252|V* V362 Tau                  |Fl*|054.599596 +23.198583      |     ~|16.500|13.90 |14.800|     ~|~              |   4|   0
1253|UCAC4 681-047870             |Fl*|112.7553842 +46.0073259    |     ~|15.899|14.306|13.838|     ~|M4             |  10|   0
1254|V* V940 Ori                  |Fl*|083.75588 -01.75533        |     ~|15.0  |     ~|     ~|     ~|~              |   1|   0
1255|V* V729 Ori                  |Fl*|083.43663 -05.23608        |     ~|14.8  |14.5  |15.500|     ~|~              |  15|   0
1256|V* V1116 Ori                 |Fl*|083.61275 -05.54142        |18.869|17.557|16.246|     ~|13.438|M3             |  21|   0
1257|V* V805 Tau                  |Fl*|066.3064456 +17.2681778    |14.3  |14.56 |13.245|13.044|     ~|M2             |  36|   0
1258|V* V496 Tau                  |Fl*|055.56467 +25.04044        |     ~|17.1  |     ~|16.500|     ~|~              |   4|   0
1259|V* DP Cnc                    |Fl*|130.402258 +17.561928      |13.2  |17.6  |     ~|15.1  |     ~|M3.5           |   2|   0
1260|V* KX Com                    |Fl*|194.2197198 +23.4974214    |     ~|13.0  |13.310|13.453|     ~|M2.5           |   7|   0
1261|HD 79210                     |Fl*|138.59496486 +52.68658906  |     ~| 9.388| 7.63 | 6.8  | 6.0  |M0V            | 211|   0
1262|V* V358 Tau                  |Fl*|057.31408 +24.56731        |15.2  |15.78 |14.42 |     ~|12.55 |K6Ve           |  31|   0
1263|V* V419 Ori                  |Fl*|083.867283 -05.170514      |     ~|19.0  |15.46 |18.3  |12.95 |M2e            |  45|   0
1264|V* V735 Ori                  |Fl*|083.485575 -05.113242      |16.2  |16.20 |15.21 |     ~|13.02 |M1             |  12|   0
1265|[PMA2012] V321               |Fl*|198.87804 -64.63531        |     ~|     ~|22.50 |     ~|     ~|~              |   1|   0
1266|V* V435 Mon                  |Fl*|100.44771 +09.63131        |     ~|18.79 |17.36 |16.500|     ~|M1             |   8|   0
1267|V* V935 Tau                  |Fl*|068.59125 +25.52878        |     ~|16.9  |     ~|15.900|     ~|~              |   4|   0
1268|FSO B6                       |Fl*|084.20 -05.60              |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
1269|V* V1080 Ori                 |Fl*|084.496054 -06.979533      |     ~|14.7  |17.505|     ~|14.160|M5.2           |   9|   0
1270|V* V642 Tau                  |Fl*|056.65529 +24.34353        |13.2  |13.31 |12.16 |     ~|10.97 |K3V            |  48|   0
1271|V* V666 Mon                  |Fl*|099.92929 +09.17419        |     ~|15.8  |     ~|16.700|     ~|~              |   1|   0
1272|V* V1214 Ori                 |Fl*|083.49775 -04.71794        |     ~|16.900|     ~|15.500|     ~|~              |   5|   0
1273|V* V518 Tau                  |Fl*|056.309212 +25.088800      |     ~|15.816|14.427|     ~|12.716|K4V:           |  17|   0
1274|V* GS And                    |Fl*|010.67700 +40.14033        |     ~|16.4  |     ~|     ~|     ~|~              |   6|   0
1275|MASTER OT J084319.20+480131.5|Fl*|130.829971 +48.025647      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
1276|V* V714 Tau                  |Fl*|056.82113 +25.94419        |     ~|16.7  |     ~|17.000|     ~|~              |   8|   0
1277|V* V965 Tau                  |Fl*|056.01496 +26.23600        |15.3  |15.3  |     ~|15.200|     ~|~              |   2|   0
1278|V* DF Cnc                    |Fl*|128.870325 +18.205647      |14.0  |15.5  |     ~|13.0  |     ~|M4             |   2|   0
1279|V* V943 Tau                  |Fl*|069.09008 +24.60161        |     ~|17.1  |     ~|15.000|     ~|~              |   4|   0
1280|V* V1756 Cyg                 |Fl*|309.106700 +40.020497      |15.6  |     ~|     ~|     ~|     ~|~              |   4|   0
1281|GJ 3622                      |Fl*|162.052429 -11.335619      |     ~|17.7  |15.784|16.01 |11.25 |M6.5Ve         | 115|   0
1282|V* V909 Ori                  |Fl*|085.73283 -07.31064        |13.8  |11.40 |14.138|     ~|11.561|M3             |  17|   0
1283|V* V694 Ori                  |Fl*|082.98542 -04.44728        |12.5  |15.00 |     ~|15.300|     ~|~              |   3|   0
1284|V* V613 Tau                  |Fl*|055.62258 +22.79061        |14.80 |16.66 |15.16 |     ~|13.07 |M1             |  13|   0
1285|Cl* NGC 2264 HAR 10          |Fl*|100.30 +09.43              |     ~|19.0  |     ~|     ~|     ~|~              |   1|   0
1286|V* V844 Ori                  |Fl*|084.135083 -06.678611      |     ~|19.200|18.292|17.300|15.137|M5             |   7|   0
1287|V* V1056 Tau                 |Fl*|058.23150 +22.91583        |16.3  |16.100|     ~|15.000|     ~|~              |   1|   0
1288|V* V1035 Tau                 |Fl*|055.78467 +25.61919        |13.0  |14.800|     ~|14.200|     ~|~              |   2|   0
1289|V* V1062 Ori                 |Fl*|082.827604 -06.035147      |     ~|16.2  |     ~|16.600|     ~|~              |   2|   0
1290|V* V434 Tau                  |Fl*|055.736075 +25.980692      |     ~|17.79 |18.00 |     ~|     ~|~              |  14|   0
1291|V* V1496 Cyg                 |Fl*|314.7754 +42.6422          |12.5  |     ~|     ~|     ~|     ~|~              |   4|   0
1292|V* V678 Tau                  |Fl*|057.89796 +25.49981        |16.4  |17.2  |     ~|15.200|     ~|~              |   6|   0
1293|V* V641 Tau                  |Fl*|056.615738 +23.592700      |15.602|14.28 |13.05 |     ~|11.52 |K0V            |  57|   0
1294|2MASS J16072955-2308221      |Fl*|241.87312 -23.13947        |     ~|17.200|     ~|15.600|     ~|~              |   2|   0
1295|GJ 3076                      |Fl*|017.855935 +15.439305      |     ~|16.0  |14.46 |12.95 |11.03 |M5.93          |  44|   0
1296|V* V877 Tau                  |Fl*|057.451813 +22.180164      |     ~|15.5  |     ~|     ~|14.67 |~              |   7|   0
1297|V* EM Cnc                    |Fl*|129.592 +20.228            |15    |     ~|     ~|     ~|     ~|~              |   1|   0
1298|V* EN Cnc                    |Fl*|129.72087 +19.86011        |15.5  |18    |     ~|     ~|     ~|~              |   3|   0
1299|GJ 4337 A                    |Fl*|352.347756 +41.468578      |     ~|13.33 |12.130|11.513|10.0  |M2.9V          |  38|   0
1300|MCC 144                      |Fl*|203.18586963 +16.81083881  |     ~|12.5  |10.9  |10.5  |     ~|M3.5Ve+M4Ve    |  37|   0
1301|V* V801 Tau                  |Fl*|057.80771 +25.38656        |14.3  |     ~|     ~|     ~|     ~|~              |   7|   0
1302|V* V702 Tau                  |Fl*|056.29950 +23.11486        |14.6  |     ~|     ~|     ~|     ~|~              |   7|   0
1303|GJ 3547                      |Fl*|139.84527782 +62.05468646  |     ~|12.78 |11.226|10.846|10.0  |M1.0V          |  23|   0
1304|V* V929 Ori                  |Fl*|083.34596 -04.68367        |     ~|15.0  |     ~|16.600|     ~|~              |   3|   0
1305|V* V464 Tau                  |Fl*|057.73588 +25.58519        |     ~|18.504|16.893|     ~|14.069|~              |  13|   0
1306|2MASS J00150240-7250326      |Fl*|003.76000 -72.84239        |     ~|     ~|12.7  |     ~|     ~|M1             |  13|   0
1307|V* V986 Ori                  |Fl*|083.90050 -07.15142        |     ~|16.7  |     ~|14.600|     ~|~              |   2|   0
1308|V* V926 Ori                  |Fl*|083.17779 -04.99203        |     ~|16.1  |     ~|14.700|     ~|K8             |   4|   0
1309|V* V364 Tau                  |Fl*|057.48237 +24.74214        |     ~|17.74 |16.26 |     ~|13.74 |M              |  20|   0
1310|V* V349 Tau                  |Fl*|057.12938 +24.28153        |14.1  |17.56 |15.97 |     ~|13.58 |M3V:           |  22|   0
1311|V* V1251 Ori                 |Fl*|084.72183 -04.04750        |     ~|16.7  |     ~|17.800|     ~|~              |   3|   0
1312|V* V1126 Ori                 |Fl*|083.93975 -06.75547        |     ~|15.6  |17.517|16.600|14.814|M3.4           |   4|   0
1313|V* PZ Tau                    |Fl*|056.727492 +24.986197      |     ~|19.000|     ~|17.200|     ~|~              |   4|   0
1314|V* V548 Tau                  |Fl*|057.254170 +22.980446      |     ~|16.94 |15.39 |     ~|13.23 |~              |  14|   0
1315|V* V808 Ori                  |Fl*|083.942179 -05.181050      |16.858|16.274|15.318|     ~|13.113|K7e            |  23|   0
1316|V* V615 Tau                  |Fl*|055.76633 +25.33850        |     ~|17.0  |     ~|15.600|     ~|~              |   7|   0
1317|MASTER OT J072448.87+533952.1|Fl*|111.203708 +53.664497      |     ~|19.8  |     ~|17.8  |     ~|~              |   1|   0
1318|V* V1605 Cyg                 |Fl*|313.99608 +40.94561        |16.3  |19.100|     ~|17.200|     ~|~              |   2|   0
1319|V* V818 Ori                  |Fl*|083.988783 -06.260478      |     ~|16.5  |16.302|16.300|14.105|M2.5           |  10|   0
1320|V* NV Tau                    |Fl*|056.19854 +25.91600        |14.8  |17.63 |     ~|     ~|     ~|M              |  11|   0
1321|V* V494 Tau                  |Fl*|055.536875 +25.756892      |     ~|13.8  |     ~|     ~|     ~|~              |   8|   0
1322|V* V619 Cas                  |Fl*|047.733 +62.713            |     ~|12.1  |     ~|     ~|     ~|~              |   1|   0
1323|V* V1013 Tau                 |Fl*|056.93538 +24.48444        |15.8  |15.000|     ~|14.300|     ~|~              |   3|   0
1324|V* V956 Ori                  |Fl*|084.8104 -02.3269          |     ~|14.8  |     ~|     ~|     ~|~              |   2|   0
1325|V* V944 Tau                  |Fl*|069.22800 +25.84750        |     ~|16.2  |     ~|15.400|     ~|~              |   4|   0
1326|V* V885 Ori                  |Fl*|084.608 -07.142            |     ~|16.10 |     ~|     ~|     ~|~              |   2|   0
1327|HD 232979                    |Fl*|069.42054878 +52.89361405  |     ~|10.06 | 8.863| 8.750| 7.0  |M0V            | 111|   0
1328|V* V699 Ori                  |Fl*|083.07329 -06.76539        |16.2  |16.20 |     ~|14.100|     ~|~              |   2|   0
1329|V* V1597 Cyg                 |Fl*|312.743267 +44.245667      |15.7  |     ~|     ~|     ~|     ~|~              |   3|   0
1330|GJ 3468                      |Fl*|119.6290592 +15.5040169    |     ~|15.90 |14.476|14.12 |     ~|M3.5           |   9|   0
1331|V* V1017 Tau                 |Fl*|057.38917 +24.01050        |14    |16.4  |     ~|     ~|     ~|~              |   3|   0
1332|V* V655 Mon                  |Fl*|098.39433 +10.04792        |     ~|14.9  |     ~|15.900|     ~|~              |   1|   0
1333|HPRA 20                      |Fl*|083.42 -05.57              |     ~|     ~|16.1  |     ~|     ~|~              |   2|   0
1334|V* BK Cru                    |Fl*|185.47162 -63.79264        |15    |     ~|     ~|     ~|     ~|~              |   2|   0
1335|V* V636 Tau                  |Fl*|056.443362 +22.113069      |     ~|18.31 |     ~|     ~|     ~|~              |  10|   0
1336|V* V778 Ori                  |Fl*|083.742729 -02.983603      |     ~|15.8  |14.1  |14.2  |     ~|~              |   3|   0
1337|V* V1143 Ori                 |Fl*|084.516233 -04.278569      |     ~|13    |17.0  |     ~|     ~|~              |  45|   0
1338|V* V1750 Cyg                 |Fl*|307.024350 +40.277875      |14.0  |18.15 |     ~|16.56 |     ~|~              |   3|   0
1339|V* V1053 Ori                 |Fl*|085.92821 -04.90558        |13.5  |16.900|     ~|16.000|     ~|~              |   2|   0
1340|V* V395 Tau                  |Fl*|058.14358 +22.50217        |14.5  |17.536|15.975|     ~|13.606|~              |  13|   0
1341|V* V690 Tau                  |Fl*|058.98504 +25.30008        |     ~|18.430|16.787|     ~|14.111|~              |  11|   0
1342|GJ 4282                      |Fl*|338.3444136 -09.6149270    |     ~|13.98 |12.41 |12.10 |10.07 |M3+M3          |  33|   0
1343|Cl* NGC 2264 HAR 3           |Fl*|100.30 +09.92              |     ~|     ~|17.0  |     ~|     ~|~              |   1|   0
1344|V* V1526 Cyg                 |Fl*|311.39662 +42.87036        |16.5  |19.200|     ~|17.100|     ~|~              |   2|   0
1345|V* V779 Ori                  |Fl*|083.7492 -04.5847          |     ~|     ~|18.0  |     ~|     ~|~              |   3|   0
1346|V* V694 Tau                  |Fl*|059.49846 +24.48750        |     ~|15.8  |     ~|     ~|     ~|~              |   4|   0
1347|V* V949 Tau                  |Fl*|069.700 +22.965            |     ~|16.1  |     ~|     ~|     ~|~              |   4|   0
1348|V* V693 Tau                  |Fl*|059.237842 +24.809643      |     ~|17.612|16.044|     ~|13.505|~              |   9|   0
1349|V* V929 Tau                  |Fl*|068.15946 +22.30714        |     ~|14.7  |     ~|14.300|     ~|~              |   4|   0
1350|V* V748 Tau                  |Fl*|056.4942 +22.3325          |     ~|16.2  |     ~|     ~|     ~|~              |   5|   0
1351|V* V455 Tau                  |Fl*|056.84000 +22.36986        |14.0  |19.900|     ~|18.300|     ~|~              |   6|   0
1352|GJ 3039                      |Fl*|008.1449965 +07.4908214    |     ~|     ~|12.8  |12.253|     ~|M3Ve           |  24|   0
1353|V* V940 Tau                  |Fl*|068.68833 +22.33622        |     ~|15.6  |     ~|15.500|     ~|~              |   4|   0
1354|V* V376 Tau                  |Fl*|057.75963 +25.05547        |14.6  |14.61 |13.47 |     ~|12.12 |K4e            |  19|   0
1355|V* LM Tau                    |Fl*|055.54546 +24.08572        |     ~|17.45 |15.95 |     ~|13.44 |M              |  20|   0
1356|EQ 0520.4-0439               |Fl*|080.72 -04.60              |     ~|17.6  |     ~|     ~|     ~|~              |   1|   0
1357|GJ 3136                      |Fl*|032.2234271 +49.4490206    |     ~|14.01 |12.451|12.118| 9.6  |M4.0V          |  31|   0
1358|V* V384 Tau                  |Fl*|057.908425 +23.183169      |12    |14.74 |13.47 |     ~|11.85 |~              |  19|   0
1359|V* FZ And                    |Fl*|351.417359 +53.134899      |     ~|16.6  |14.59 |13.5  |     ~|M5V            |  25|   0
1360|V* V1000 Ori                 |Fl*|083.656975 -05.717911      |19.061|17.560|16.380|16.13 |13.320|M2.5           |  26|   0
1361|V* V769 Tau                  |Fl*|058.28967 +26.00183        |     ~|14.4  |     ~|14.300|     ~|~              |   7|   0
1362|V* QT Tau                    |Fl*|056.877492 +24.370589      |15.0  |17.290|15.795|     ~|13.502|M              |  21|   0
1363|V* V644 Tau                  |Fl*|056.78058 +23.22636        |14.4  |14.71 |13.52 |     ~|12.09 |K6.5e          |  31|   0
1364|V* V939 Ori                  |Fl*|083.689787 -04.602142      |     ~|15.4  |14.38 |14.200|12.75 |K4             |  10|   0
1365|[PMF2009] V94                |Fl*|163.06662 -61.39686        |     ~|     ~|21.30 |     ~|     ~|~              |   1|   0
